name,popularity,duration_ms,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,valence_tags,arousal_tags,dominance_tags,genre,artists_processed,name_processed,lyrics,BERT_features
at or with me,53,237840,jack johnson,0.646,0.549,4,-6.923,1,0.0319,0.629,5.55e-05,0.254,0.483,113.554,6.598125,3.95484375,6.11265625,acoustic,jack johnson,at or with me,laughing oh baby great shoes think i'm happy think better oh oh oh oh oh oh oh oh laughing oh oh oh oh oh oh oh oh can't say mean people trying fit something telling can't trust anyone town oh baby great shoes oh oh oh oh oh oh oh oh laughing oh oh oh oh oh oh oh oh can't say mean put money mouth baby want see choke nobody's joking around anymore nobody's broking high scores dancing shoes touched dusty floors long long time long long time long time oh oh oh oh oh oh oh oh laughing oh oh oh oh oh oh oh oh can't say mean oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh,"[[-0.09907295  0.08356488 -0.02020509 ... -0.6640897   0.34312618
   0.4238247 ]
 [-0.3497195   0.44896695  0.42412814 ...  0.6897704   0.7986136
  -0.42721945]
 [ 0.53865176  0.76263404  1.5296456  ... -0.08400156  0.1822509
  -0.07407461]
 ...
 [ 0.11195937 -0.00410834  0.33226106 ... -0.07538007  0.04526911
  -0.17741726]
 [ 0.09684807 -0.00774439  0.28199095 ... -0.13833863  0.07746848
  -0.21510169]
 [ 0.12692831  0.12836413  0.45007208 ... -0.29942897  0.00266863
  -0.14674965]]"
what you thought you need,56,327267,jack johnson,0.704,0.342,0,-14.267,1,0.0381,0.407,0.0115,0.0953,0.373,94.511,6.750126582278481,3.4062025316455693,6.4670886075949365,acoustic,jack johnson,what you thought you need,well cant give everything want could give thought need map keep beneath seat read time i'll get fold find way back soon nobody knows we're park van walk town find cheapest bottle wine could find talk road behind getting lost waste time water mole take us home moment sing forest sleeps sake arriving well sake arriving well make table bed candle burning time rest can't take back things already gone could give promises keeps would take back become give sake arriving well sake arriving could make anything could make words speak could make us anything could make us grow become we'll mm like feels like feels mm know like feels like feels like feels feel like feels like feels feel like feels feel,"[[ 0.05748571  0.10074513  0.40535623 ... -0.19002682 -0.07778654
  -0.03315191]
 [-0.19147833  0.3715379   1.5159576  ... -0.3363552  -0.11274201
  -0.15368178]
 [ 0.34161985 -0.13179833  1.2407312  ... -0.15922606 -0.39404756
   0.85456544]
 ...
 [-0.20272297  0.16934514  0.55678487 ... -0.13833405 -0.4961864
  -0.2322662 ]
 [-0.17153005  0.06075791  0.535673   ... -0.04705185 -0.39736032
  -0.20339367]
 [-0.02217869 -0.07160241  0.6444223  ... -0.18205284 -0.35050058
  -0.35387313]]"
all at once,57,217720,jack johnson,0.628,0.353,0,-11.363,1,0.0365,0.504,0.000332,0.152,0.224,110.468,6.345749999999999,3.2877500000000004,6.334875,acoustic,jack johnson,all at once,world can't overwhelm theres almost nothin could tell could ease mind way run always around feelin lost found feelin control around song say there's gonna new hell say still early tell say really ain't myth keep askin really strong enough there's many things got proud we're proud we're proud wanna take preconceived underneath feet could shake instead we'll plant seeds we'll watch em grow new beat heart roots grow deeper branches reach nobody really knows underneath there's heart alone gone really long sometimes feels like heart place singin there's world we've never seen there's still hope dreams weight could blow away breeze waitin wind forget breathe cause darkness gets deeper we'll sinkin reach love least somethin could hold i'll reach time can't go gone really long sometimes feels like heart place singin,"[[ 0.07880193 -0.04615246 -0.00416333 ... -0.21467455 -0.12880695
   0.11383644]
 [-0.07099902 -0.04525951  1.1884191  ... -0.41769242  0.47648966
  -0.3710597 ]
 [ 0.51694995 -0.05555673  1.5849355  ... -0.5928803  -0.01286536
  -0.00528876]
 ...
 [ 0.20526612 -0.02663829  0.45916826 ...  0.0144999  -0.10287564
  -0.2597307 ]
 [ 0.21630166 -0.105938    0.50714105 ...  0.04943638 -0.0153095
  -0.27228734]
 [ 0.18879342 -0.07273491  0.5056123  ... -0.04152663 -0.09086768
  -0.28530377]]"
sleep through the static,57,223400,jack johnson,0.75,0.346,0,-11.227,1,0.0924,0.346,1.19e-05,0.0884,0.305,68.451,6.356551724137931,3.1403448275862065,6.478850574712646,acoustic,jack johnson,sleep through the static,trouble travels fast specially designed crash testing wearing wool sunglasses afternoon come tell us trying prove cause battle dabble war store unleash piece together whether storm drain running rampant stamp send somebody who's pretending care cash blanks little toy tanks learn use abuse choose conversations relationships overrated hated everyone said sun cook books good looking mistooken could watch instead comfort burning beds sleep static needs sleep we've got love needs keys we've got clubs needs please we've got guns needs peace we've gone beyond gone went beyond gone stuck channels thoughts quit thought much allowed touch feelings rained plains dried cracked waiting things never came shock awful thing make somebody think choose pushing peace supporting troops either weak use brut force-feed truth truth say say anytime anywhere show teeth strike fear god wears camouflage cries night drives dodge pick beat stop hogging feast that's way treat enemy well mighty mighty appetite eat em keep driving freedom freezing take picture pretty side mind manners wave banners wonderful world angle see needs see we've done needs please we've got guns needs keys we've got clubs needs peace we've gone beyond gone beyond gone went beyond gone beyond gone,"[[-0.18802465  0.01553328  0.0324514  ... -0.15739878 -0.04198964
   0.00208949]
 [-0.4491894  -0.11728048  1.2769514  ...  0.42200094  0.6758822
  -0.5244418 ]
 [ 0.57157993 -0.32114372  1.553853   ... -0.2809725  -0.34706944
   1.2981832 ]
 ...
 [ 0.79757535 -0.15882419  0.74362034 ...  0.0992417   0.15675715
  -0.65526736]
 [ 0.36094812 -0.30334818  0.8215496  ... -0.16758874  0.04125391
  -0.29514405]
 [ 0.65085495 -0.18459119  0.39732784 ... -0.08976122 -0.09000955
  -0.37546322]]"
each coming night,54,207773,iron & wine,0.47,0.237,2,-15.593,1,0.0348,0.837,0.464,0.115,0.358,81.268,5.861946308724834,3.4467785234899333,5.847852348993288,folk,iron & wine,each coming night,say i'm gone away lover came we'd lay rooms unfamiliar say i'm gone loved son sturdy arms learned cradle live without say i'm gone away father's body judgment day dove rose riverside say i'm gone face faded lingers light strikes deal coming night,"[[-0.46263015 -0.38547936  0.08778068 ... -0.34543958 -0.16900116
   0.04846882]
 [ 0.29936016  0.23513356  0.8410346  ... -0.3740792   0.30954266
  -0.5959266 ]
 [-0.41241935 -0.20650579  0.9249601  ...  0.04730078 -0.6362225
   0.15662947]
 ...
 [ 0.07904612  0.03077094  0.503803   ... -0.29846293 -0.11392362
  -0.15469016]
 [ 0.05492399  0.012626    0.38868478 ... -0.32969424 -0.1608017
  -0.23391002]
 [ 0.056067   -0.10943406  0.4196146  ... -0.22767778 -0.11577423
  -0.15155515]]"
boy with a coin,53,245600,iron & wine,0.657,0.549,0,-8.215,1,0.0302,0.143,0.841,0.139,0.313,125.755,6.399382716049383,3.9527160493827154,6.136790123456789,indie,iron & wine,boy with a coin,boy coin found weeds bullets pages trade magazines close car flipped turn god left ground circle world girl bird found snow flew gown that?s knows god made eyes crying birth left ground circle earth boy coin crammed jeans making wish tossed sea walked town us burn god left ground circle world,"[[-0.22800283  0.06654914  0.03143412 ... -0.36197734  0.02292788
   0.22133347]
 [ 0.01065388  0.32212457  0.98438776 ...  0.07591049  0.15263833
  -1.093875  ]
 [ 0.6099016  -0.8362375   0.5525325  ... -0.04227895  0.07312862
   0.4917135 ]
 ...
 [ 0.08265779  0.09699325  0.23088667 ... -0.20726086 -0.04622041
  -0.08467527]
 [ 0.2094519   0.09847388  0.1815693  ... -0.14725171 -0.02122792
  -0.10745282]
 [ 0.20879354  0.03883081  0.13062882 ... -0.08734448 -0.04168133
  -0.0196161 ]]"
naked as we came,66,152613,iron & wine,0.386,0.205,4,-16.699,1,0.0366,0.653,0.0448,0.106,0.623,172.373,6.265925925925926,3.2464444444444447,6.202222222222222,acoustic,iron & wine,naked as we came,says wake use pretending i'll keep stealing breathing birds leaving autumn's ending one us die inside arms eyes wide open naked came one spread ashes around yard says leave darling waste ground lay smiling like sleeping children one us die inside arms eyes wide open naked came one spread ashes around yard,"[[-0.4138601  -0.05821352  0.16437104 ... -0.69386065  0.44955558
   0.61066794]
 [ 0.1180971   0.12818429  1.2547631  ... -0.29671264  0.43702295
   0.25463578]
 [ 0.75122064  0.07751652  1.0107449  ... -0.00241535 -0.14857338
  -0.498187  ]
 ...
 [ 0.3578517  -0.1081502   0.5224825  ... -0.2262547  -0.03944289
   0.44519418]
 [ 0.40781522 -0.0382628   0.53315157 ... -0.41250867  0.17815317
   0.08613946]
 [ 0.39509204  0.04879509  0.4759445  ... -0.23949176 -0.04764159
   0.30501142]]"
"flightless bird, american mouth",70,241917,iron & wine,0.369,0.403,3,-7.996,1,0.0259,0.827,0.0541,0.106,0.177,154.899,6.461538461538463,3.931196581196581,6.049658119658118,folk,iron & wine,"flightless bird, american mouth",quick-wit boy diving deep coins street light eyes wide plastic toys cops closed fair cut long baby hair stole dog-eared map called everywhere found flightless bird jealous weeping lost american mouth big pill looming i'm fat house cat nursing sore blunt tongue watching warm poison rats curl wide fence cracks pissing magazine photos fishing lures thrown cold clean blood christ mountain stream found flightless bird grounded bleeding lost american mouth big pill stuck going,"[[-0.21247184 -0.05728842  0.11916929 ... -0.35213     0.09553239
   0.40638962]
 [-0.22780797 -0.16913673  0.36654642 ...  0.41432944  0.59851605
  -0.16113135]
 [ 0.06762689  0.00793756  0.7930649  ...  0.10358966  0.41021687
  -0.54157144]
 ...
 [ 0.5173133   0.07667118  0.05240889 ... -0.1159038  -0.09260211
  -0.10950137]
 [ 0.58895093  0.03262008  0.01528492 ... -0.15711364 -0.09155702
  -0.11863194]
 [ 0.4033166   0.23858961  0.08691421 ... -0.14827281 -0.16269445
  -0.10166008]]"
let the mystery be,46,166600,iris dement,0.651,0.319,5,-12.408,1,0.0359,0.752,0.0,0.149,0.725,80.38,6.144675324675325,4.357662337662338,6.1805194805194805,country,iris dement,let the mystery be,everybody's wonderin came everybody's worryin bout they're gonna go whole thing's done one knows certain think i'll let mystery say gone gone forever say gonna come back say rest arms saviour sinful ways lack say they're comin back garden bunch carrots little sweet peas think i'll let mystery everybody's wonderin came everybody's worryin bout they're gonna go whole thing's done one knows certain think i'll let mystery say they're goin place called glory ain't saying ain't fact i've heard i'm road purgatory like sound believe love live life accordingly choose let mystery everybody wondering came everybody worryin bout they're gonna go whole thing's done one knows certain think i'll let mystery think i'll let mystery,"[[-0.0611352   0.02438137 -0.368469   ... -0.11144727  0.2113432
   0.39285138]
 [ 0.48118737  0.06238345  0.6382375  ...  0.24439932  0.33892533
   0.41043854]
 [ 0.08788498 -0.03353293  1.1956308  ... -0.17043352 -0.02949746
   0.16433088]
 ...
 [ 0.6990895   0.18662974  0.54493684 ... -0.04194593 -0.2012261
  -0.47024044]
 [ 0.7118725  -0.10216451  0.30123642 ... -0.25670692 -0.41515747
  -0.6938392 ]
 [-0.01218726 -0.21297868  0.55375314 ... -0.00587102  0.05416953
  -0.05755215]]"
afterglow,45,248147,inxs,0.508,0.495,6,-8.988,1,0.0254,0.0842,0.00125,0.124,0.0985,104.995,6.971570247933886,4.4790909090909095,6.010247933884297,rock,inxs,afterglow,lost light moon comes window bathed blue walls memory divide thorns roses roses touch follow afterglow heal sorrow let go find way see eyes i'm living afterglow lost ashes time wants tomorrow longing hold i'm caught shadow i'm losing control mind drifts away today touch follow afterglow heal sorrow let go find way sacrifice til blinding day see eyes i'm living afterglow faith gone let go let go touch follow afterglow heal sorrow let go find way sacrifice i'm living afterglow bathed blue walls memory divide thorns roses closest,"[[-0.64042646 -0.01407086  0.1674909  ... -0.13283858  0.0359985
   0.44974127]
 [ 0.4226304   0.3561803   0.79748875 ... -0.23179173 -0.4180798
   0.18372948]
 [-0.4181724   0.3774973   1.0519631  ...  0.348134   -0.48053724
  -0.5933739 ]
 ...
 [ 0.13249041  0.01117114  0.365567   ... -0.16942577 -0.23166095
  -0.27060935]
 [ 0.1364177   0.14264429  0.4785103  ... -0.21371338 -0.1698268
  -0.27966928]
 [-0.03362392 -0.09664674  0.3005299  ... -0.21920939 -0.0301822
   0.06741096]]"
i don't wanna talk about it,33,216253,indigo girls,0.539,0.46,9,-9.034,1,0.0255,0.441,0.000471,0.17,0.499,83.904,4.503968253968254,3.670634920634921,4.130952380952381,rock,indigo girls,i don't wanna talk about it,well followed far find what's inside tell i'm something hide know sure wanna find left i'm scared i'm lonely saving money breath i'm looking answer anyone second guess told secrets filled lies i'm living honestly said goodbye can't go home anymore wanna find left i'm scared i'm lonely saving money breath i'm looking answer i'm asking anyone second guess losing senses losing control getting offensive want back go think know answers got lot gall cause gives satisfaction knowing nothing care anymore wanna find left left i'm scared i'm lonely saving money breath i'm looking answer i'm asking anyone take second guess i'm scared i'm lonely saving money breath yeah i'm looking answer i'm asking anyone take second guess take second guess yeah take second guess yeah hey take second guess yeah hey take second guess yeah take second guess can't talk take second guess yeah yeah know take second guess well gotta go okay take second guess take second guess one billion served take second guess oh yeah,"[[-0.26616257 -0.11388751 -0.27341482 ... -0.3127659  -0.00934133
   0.25971258]
 [ 0.48870575  0.10210478  0.16443035 ...  0.26278695  0.8437825
   0.5407867 ]
 [ 0.76070124  0.07767853  0.39795083 ... -0.29331118  0.01677635
   0.31575793]
 ...
 [ 0.14774911 -0.20621574  0.22591054 ... -0.06211486 -0.2689901
  -0.38110214]
 [ 0.14803249 -0.12710898  0.30572465 ... -0.04748862 -0.24646927
  -0.42588627]
 [-0.10171422 -0.12447014  0.52636987 ... -0.23806675 -0.30413955
  -0.34941924]]"
blood and fire,34,276800,indigo girls,0.479,0.246,4,-10.412,1,0.0337,0.733,0.0,0.124,0.206,106.114,7.1425,6.15,6.445,rock,indigo girls,blood and fire,"spent nights matches knives leaning ledges two flights cutting heart burning soul nothing left hold nothing left blood fire spent nights thinking missing arms needed leave leaving cuts leaving burns hoping i'd learn blood fire much restless arms hold nights desire calling back fold calling calling 10,000 miles away wet fire live babe looking someone take much give give back much need still live intense need pain love feel forsaken like things gave away blood fire much restless arms hold nights desire calling back fold calling calling 10,000 miles away wet fire live babe intense need pain love intense need pain love intense need pain love blood fire much restless arms hold nights desire calling back fold calling calling 10,000 miles away wet fire live babe","[[-0.40322316  0.18052503  0.42988202 ... -0.4775432   0.17072958
  -0.2630567 ]
 [ 0.22978435  0.20141391  0.49420053 ...  0.0240953   1.1099434
   0.8014776 ]
 [-0.24664791 -0.49742687  1.2056147  ... -0.9775615   0.12720415
  -0.7828981 ]
 ...
 [ 0.15708359 -0.16620858  0.6811396  ... -0.24193116 -0.3796473
  -0.15758476]
 [ 0.12851778 -0.21184205  0.75741345 ... -0.21467847 -0.22173925
  -0.19648507]
 [-0.03540519 -0.16059773  0.96436566 ... -0.2286818  -0.10763907
  -0.25318003]]"
secure yourself,36,213800,indigo girls,0.358,0.369,4,-9.383,1,0.0298,0.483,0.0,0.116,0.422,80.639,7.17,6.33,6.619999999999999,folk,indigo girls,secure yourself,ink eye saw bleed thunder could hear scream solid air breathe open-eyed fast asleep falling softly rain footsteps ringing ears ragged worn skin warrior raging fear secure heaven hold tight night come fasten earthly burdens begun kneeling broken prayers hearts bones days youth restless angel's wing dig grave bury feet fall need ground allowed glide right sun released circles guarded tight chosen ones secure heaven hold tight night come fasten earthly burdens begun,"[[-0.42075694 -0.19402862  0.22189233 ... -0.22482479 -0.16987146
   0.07969823]
 [ 0.69729173 -0.08577016  0.12780243 ...  0.03009271  0.04787469
  -0.2923804 ]
 [ 0.30969182 -0.48787388  0.65853953 ...  0.19478059  0.15694684
  -0.00098891]
 ...
 [ 0.09622589 -0.10952441  0.48159713 ...  0.04374736 -0.17793176
  -0.04592045]
 [ 0.06671066 -0.15846229  0.4736335  ...  0.08391915 -0.16891727
   0.00128729]
 [ 0.10262463 -0.06225864  0.46887165 ...  0.01780816 -0.20432396
  -0.02799634]]"
prince of darkness,37,321960,indigo girls,0.396,0.444,7,-8.836,1,0.027,0.18,0.0,0.163,0.305,148.356,3.81,4.526666666666667,4.54,folk,indigo girls,prince of darkness,place sun place dark feel romance catch spark place sun place dark feel romance catch spark know noticed life life expense words heart lined like prisoners fence dreams came like needy children tugging sleeve said way feeding leave time asked father dollar gave ten dollar raise needed mother called stayed days someones telephone desperate pain someones bathroom floor cocaine someones got finger button room one convince gluttons doom tried make place place asked providence smile upon sweet face yeah ill tell place sun place dark feel romance catch spark place sun place dark grace sight grows stronger feel romance pawn prince darkness longer maybe there's world tender age heart beat like wings wild birds cage greatest hope greatest cause grieve heart flew cage bled upon sleeve oh cries passion like wounds needed healing hear thunder half naked distance hell heavens ceiling almost pulled someones telephone desperate pain someones bathroom floor cocaine someones got finger button room one convince gluttons doom tried make place place asked providence smile upon sweet face ill tell place sun place dark feel romance catch spark place sun place dark grace sight grows stronger feel romance catch spark grows stronger grace place sun sight place dark growing stronger feel romance pawn prince darkness longer,"[[-0.4691302   0.21146871 -0.31864238 ... -0.37493646  0.08963709
   0.04626144]
 [-0.4843777   0.55243754  0.45026624 ...  0.28767926  0.86845255
  -0.5866913 ]
 [-0.51100093  0.5150929   1.3984792  ... -0.23932076 -0.19469757
   0.25744197]
 ...
 [ 0.27453166  0.17287534  0.23072205 ... -0.16865747 -0.46751314
  -0.3355829 ]
 [ 0.31483603 -0.06814668  0.3525775  ... -0.13510314 -0.26532176
  -0.43366674]
 [ 0.19543463 -0.0450731   0.35922334 ... -0.13484031 -0.3408664
  -0.41023958]]"
brown skin,56,296107,india.arie,0.697,0.445,5,-7.081,1,0.0638,0.263,0.00274,0.133,0.396,119.943,6.908181818181818,4.70409090909091,6.141969696969697,soul,india.arie,brown skin,brown skin know love brown skin can't tell begins can't tell mine ends brown skin brown skin need every oh hey people maybe mississippi island apparently skin kissed sun make want hershey's kiss licorice every time see lips makes think honey-coated chocolate kisses worth gold i'll almond joy sugar daddy brown skin know love brown skin can't tell begins can't tell mine ends brown skin brown skin need every oh hey every time come around something magnetic pulls can't get disoriented can't tell know want lay every time let abracadabra magic happens swim higher higher finally reach heaven come back earth yeah brown skin know love brown skin can't tell begins can't tell mine ends brown skin brown skin need every oh hey skin brown lips round baby beautiful mahogany make feel like queen tell what's thing makes want get next yeah brown skin know love brown skin can't tell begins can't tell mine ends brown skin brown skin need every oh hey brown skin know love brown skin can't tell begins can't tell mine ends brown skin brown skin need every oh hey,"[[-0.34058404  0.04105063  0.08465644 ... -0.30347982 -0.02926019
  -0.21061945]
 [ 0.39340788  0.2625394   1.1978114  ...  0.23431805  0.51068217
   0.25666943]
 [ 0.51997113 -0.52111375  0.900559   ...  0.38098085  0.01665041
  -0.64179605]
 ...
 [ 0.24413648 -0.14176293  0.4455337  ... -0.17695193 -0.24397628
  -0.33610794]
 [ 0.18393072 -0.13327768  0.7036133  ... -0.20097233 -0.2406122
  -0.27631235]
 [ 0.15632026 -0.19016117  0.61275005 ... -0.13059123 -0.22829624
  -0.45627218]]"
stellar,60,200493,incubus,0.582,0.765,9,-6.544,1,0.0376,0.00106,0.0506,0.344,0.528,128.164,7.142,4.176666666666667,6.523,rock,incubus,stellar,meet outer space could spend night watch earth come i've grown tired place come could start make feel like better ever knew meet outer space hold close afraid heights need see place might way show feels inside make feel like better ever knew stellar,"[[-0.02052688 -0.29534745  0.46441633 ... -0.53674644 -0.10086811
   0.1844187 ]
 [ 0.5779098   0.5856356   0.4001279  ... -0.25615546  0.753834
  -0.03069649]
 [-0.34026477  0.2555165   0.56456476 ... -0.38473058 -0.05759076
   0.20847465]
 ...
 [-0.06363817 -0.42915177  0.36102977 ... -0.04605538  0.03963462
  -0.35081387]
 [ 0.20459415 -0.14766419  0.4395331  ... -0.12630276 -0.10552707
  -0.1084951 ]
 [ 0.18955542 -0.1329018   0.48620722 ... -0.17008594 -0.12126359
  -0.15806542]]"
i miss you,56,168667,incubus,0.666,0.603,2,-7.314,1,0.0258,0.00031,0.00131,0.0993,0.195,116.84,6.344621848739496,4.496302521008404,5.644117647058826,rock,incubus,i miss you,see wake gift think could real know feel three-fold utopian dream something can't explain would line said miss see picture smell skin empty pillow next mine gone ten days already i'm wasting away know i'll see whether far soon need know care miss,"[[-9.43989456e-02 -9.42169428e-02  2.63078898e-01 ... -4.83145684e-01
   1.02900974e-01  6.77817285e-01]
 [ 3.98300946e-01 -1.00472845e-01  1.37455761e+00 ... -5.76896489e-01
   5.67499995e-01  2.07896352e-01]
 [ 6.02411985e-01  8.05333853e-02  1.26842296e+00 ... -6.44134462e-01
  -2.50312060e-01 -5.51526964e-01]
 ...
 [ 2.08354354e-01  6.06056191e-02  5.14362514e-01 ... -1.21646039e-01
  -5.82609102e-02  2.95546353e-02]
 [ 1.12035520e-01 -2.97079999e-02  5.95802009e-01 ... -2.14323878e-01
  -1.96450949e-01  2.33401299e-01]
 [ 1.72467485e-01 -8.37819055e-02  6.71409488e-01 ... -1.52642448e-02
  -1.52361929e-01  3.66322289e-04]]"
talk shows on mute,53,228400,incubus,0.723,0.584,0,-5.729,1,0.0259,0.141,0.0,0.0917,0.62,114.072,5.749999999999999,3.701612903225806,5.611451612903227,rock,incubus,talk shows on mute,take bow pack powder wash em buzzing lights pay au dience care impress personality still intransfixed electric sheep dreaming face enjoy chemical comfort america come one come 1984 ya lights camera transaction quick time almost make forget they're moth edging toward flame burn obscurity still intransfixed electric sheep dreamin fate judge fom card castle comfort america come one come 1984 ya lights camera yeah come one come 1984 ya lights camera transaction lights camera transaction oh come one come 1984 ya lights camera transaction ho foundation canyoning fault lines worn pride hate say much much endearing sound turned,"[[-0.08977444  0.19006859  0.1594402  ... -0.3374405   0.02320162
   0.22564414]
 [ 0.24703704 -0.30293283  0.3749742  ... -0.08941785  0.13828923
   0.09307308]
 [ 0.20803389  0.24455824  0.48944747 ...  0.17789845  0.06667208
  -0.02736225]
 ...
 [ 0.3084245  -0.13200724  0.8518201  ... -0.00156522  0.06528365
  -0.25457835]
 [ 0.02156797 -0.3828414   0.748092   ... -0.05467886 -0.01013298
  -0.22676374]
 [-0.11403453  0.17327456  0.27990612 ... -0.38700476 -0.06755771
  -0.28304696]]"
echo,53,214333,incubus,0.588,0.543,2,-10.596,1,0.0268,0.182,0.000516,0.11,0.21,135.95,6.525454545454546,3.778585858585859,6.166363636363635,alternative rock,incubus,echo,there's something look eyes something noticed light right reminded twice alive reminded worth fight biggest fear rescue strange turns way yeah could show dear something i'm seeing something infinitely interesting could show dear something i'm seeing something infinitely interesting there's something way move see mouth slow motion sing like suddenly something someone contrives movements echo seen real thing biggest fear rescue strange turns way yeah could show dear something i'm seeing something infinitely interesting could show dear something i'm seeing something infinitely interesting,"[[-0.52912635 -0.476838   -0.09110722 ...  0.07114905  0.00503923
   0.20756401]
 [-0.5019975  -0.0770486   0.39430237 ...  0.18635145  0.45432064
  -0.36285713]
 [ 0.61379236  0.17463918  0.08615444 ... -0.20023128 -0.8055076
  -0.20623624]
 ...
 [-0.02895982 -0.11030058  0.23970436 ... -0.1470479  -0.11776172
  -0.00272434]
 [-0.03380582  0.01803443  0.5284841  ... -0.24756567  0.03567302
   0.01777015]
 [ 0.0738987   0.22239617  1.3554965  ... -0.64179707 -0.13251364
  -0.05104715]]"
redefine,43,199600,incubus,0.513,0.964,6,-4.638,0,0.151,0.000371,0.000654,0.0943,0.6,176.637,6.706296296296297,5.598518518518518,5.9003703703703705,rock,incubus,redefine,imagine brain canister filled ink yeah think body pen ink resides fuse two kapow human magic marker please surprise eyes nature paint whatever picture like matter ted koppel says channel tonight modify third rock sun painting myriads pictures colors one i'm sick painting black white pen dry i'm uptight sick limiting fit definition picture scene whatever thought would blink eye manifest become illustrated sure man every line drawn reflected life loved existence hated must demonstrate can't get straight we've painted picture we're drowning paint lets figure fuck picture painted chews us spits us i'm sick painting black white pen dry i'm uptight sick limiting fit definition redefine,"[[-0.07611807  0.1118661   0.16447768 ... -0.1558008   0.12180977
   0.21322648]
 [ 0.28515136  1.2342212   0.31930402 ... -0.74874794  0.08464856
  -0.00424786]
 [ 0.24905626  0.18384369  0.67893827 ... -0.06372525  0.2981457
  -0.14653966]
 ...
 [ 0.46085227  0.02793656  0.26455078 ... -0.11916906  0.08793468
   0.02148279]
 [ 0.77491236 -0.18818879  0.7244154  ...  0.19362116  0.25947383
  -0.13519336]
 [ 0.47801608 -0.04107644  0.8396421  ... -0.29179922  0.23827784
  -0.3395351 ]]"
aqueous transmission,56,466560,incubus,0.415,0.456,9,-12.082,1,0.0352,0.00501,0.763,0.178,0.0935,151.937,6.186666666666666,3.4013605442176864,6.107482993197278,alternative,incubus,aqueous transmission,i'm floating river oars freed homes long ago lying face floor vessel marvel stars feel heart overflow river two weeks without lover i'm boat alone floating river named emotion make back shore drift unknown river i'm building antenna transmissions sent maybe meet river share discovered revel view river i'm floating river,"[[-0.38085464 -0.14477754  0.46059442 ... -0.51387715 -0.07778889
   0.22254804]
 [-0.03319136  0.02970073  0.87404186 ...  0.09228364  0.26372233
  -0.47390074]
 [ 0.55653477  0.2185817   0.08601457 ... -0.25587755 -0.65562123
  -0.17772062]
 ...
 [-0.1553888  -0.652774    0.5308774  ...  0.08822437 -0.04542681
  -0.46861058]
 [-0.11195575 -0.63646     0.5538725  ...  0.09228371 -0.08602542
  -0.43372193]
 [-0.18406257 -0.69873464  0.48711106 ...  0.1549419  -0.09190664
  -0.43609515]]"
mexico,54,258307,incubus,0.522,0.308,5,-13.873,1,0.0296,0.595,0.0433,0.103,0.152,113.464,4.931284403669725,3.615779816513762,5.192018348623853,rock,incubus,mexico,could see reaching couldnt met halfway could see bleeding could put pressure wound think think better bend go first train mexico could see breathing still kept hand mouth could feel seething turned nose air think think better bend go first train mexico think think better bend go first train mexico,"[[-0.25770962 -0.01280068  0.2579823  ... -0.5362336   0.27622265
   0.10155614]
 [ 0.03921455  0.06931711  0.22563162 ...  0.03981575  0.82414913
   0.04792494]
 [-0.8710194   0.05636326  0.3504614  ... -0.30366793 -0.18752202
   0.22546285]
 ...
 [-0.12294622  0.28306615  0.44262424 ... -0.40510374 -0.07113742
   0.10966651]
 [ 0.04386892  0.17123753  0.4182213  ... -0.31313723  0.11501653
  -0.02201289]
 [ 0.09368109  0.08718886  0.40840033 ... -0.26770958  0.12726776
  -0.03121836]]"
beneath the surface,36,343133,incognito,0.724,0.53,1,-14.167,0,0.0428,0.744,0.025,0.156,0.6,95.94,7.5,4.8950000000000005,5.9350000000000005,acid jazz,incognito,beneath the surface,sit watch crowds go papa da papa papa yeah there's one face see would understand papa da papa papa yeah i'd open door let chorus long hide i'm feeling inside love river that's got make way sea feeling can't hide lord knows i've tried beneath surface beneath surface try though know i'm hanging string papa da papa papa yeah one thing mind keeps floating distant shore papa da papa papa yeah go denying chorus oh keeps turning round mind oh round round mind sit watch crowds go papa da papa papa yeah there's one face see chorus,"[[-0.44239914 -0.2400922   0.27660275 ... -0.3319822  -0.1867508
   0.3455788 ]
 [ 0.5284353   0.22992751  1.0685002  ... -0.47802144  0.06327464
  -0.43800017]
 [ 0.1155557   0.22263062  1.148343   ...  0.48500055  0.13132074
  -0.53299   ]
 ...
 [ 0.0868786  -0.06903926  0.82712895 ...  0.07395776 -0.17083995
  -0.31816044]
 [-0.01774946  0.09160396  0.86670095 ...  0.03633417 -0.05308666
  -0.16415448]
 [-0.08769993  0.15278472  0.7133726  ... -0.0292588  -0.04093209
  -0.04096378]]"
